Token Address,reason,pairs_count,liquidity_usd,liquidity_fmt,launch_dt,launch_conf,vol24,vol24_fmt,launch_age_days
H9952fv68kAePeiTPDJVk7vJSMp1WKyhaKekFbDspump,liquidity<25000.0,1.0,19189.94,19.19k,,,,,
4Uf883orBx89VQZiV4EoRpNqUWYN5ZuEvC4PCpQ9moon,launch_older_than_30.0d,3.0,,,2025-05-08T06:54:02+00:00,low,,,
7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,too_many_pairs>8_and_older_than_30.0d,17.0,,,2022-11-28T02:42:54+00:00,,,,1175.3
Dv6cnuv3MmaeEeZrLNyR2v1wVWanGVr7FzNHLuHcBAGS,no_valid_launch_pair,1.0,,,,,,,
8gsarSg98sDGTZ1ym6HacmJ4G8HLigdKeXUstPrFq5UF,launch_older_than_30.0d,1.0,,,2025-12-10T14:20:41+00:00,low,,,
3joMReCCSESngJEpFLoKR2dNcChjSRCDtybQet5uSpse,no_valid_launch_pair,8.0,,,,,,,
2sPQ9ZJb6b7FKnyNgMVbhm5WwwkjvfJCTKwcMQKtpump,vol24<200000.0,2.0,,,,,119155.47,119.16k,
HZ3or47mumTMyZNdNpZPv2RuwN1E5nyn2ibFGavgpump,no_valid_launch_pair,1.0,,,,,,,
B5WTLaRwaUQpKk7ir1wniNB6m5o8GgMrimhKMYan2R6B,too_many_pairs>8_and_older_than_30.0d,15.0,,,2024-05-25T20:04:16+00:00,,,,630.58
fZDWDPxB6HRwTpZU5Ahbcm5P8s5x8ihvkFCbviwpump,liquidity<25000.0,3.0,7194.16,7.19k,,,,,
J5X2oKRTQjdkLXrN6dTU4eaQgdwseo561To7BkHTpump,no_valid_launch_pair,1.0,,,,,,,
P15QNF5nDK1KeX5gm8YdeuJb1pvJbToJBffoFetpump,launch_older_than_30.0d,1.0,,,2025-03-26T17:33:47+00:00,low,,,
2hUmYpVaivdhJasUsDAQzSvx9xcejc1nEBUybmKXe7P7,no_valid_launch_pair,1.0,,,,,,,
4RJ7sSAbTjfVAja4gnQ1NbuXDSr4XB17L5CAtxfzpump,liquidity<25000.0,1.0,23317.0,23.32k,,,,,
Ej47F4UxHb78mWaHRtLGuFGRvAmR4sXjEHeZvZbWNn53,launch_older_than_30.0d,1.0,,,2025-08-10T03:18:52+00:00,low,,,
GaRtGF9E9YxL5fhAUtWU8fWQbyU973c7Z3Hds5z8pump,no_valid_launch_pair,1.0,,,,,,,
AcqQzvHkh3EA5t3YkYoTsAdzjVRtGiuXFXaQG9Mupump,no_valid_launch_pair,1.0,,,,,,,
FUnDYHaP1c3ypM1uUW2keRS8zaeHaaRS6PPm3e6Q9nqS,no_valid_launch_pair,1.0,,,,,,,
EeLGj897R1rem3gVYuNb46i99X46yTAiYcCeZb8Cpump,no_valid_launch_pair,1.0,,,,,,,
299XwCopfifHHoE4UsBC2SrAa63dzppk8gv7rh3CpG9C,no_valid_launch_pair,1.0,,,,,,,
G39ueX81pn3pLKwVCp61mP9LT3wXFj8RF4Jaj4Ctm7KK,no_valid_launch_pair,1.0,,,,,,,
9FQmiSsKeH1b2G5TgANYssAuZ1sFawUj23wVtT4rpump,liquidity<25000.0,1.0,18596.36,18.60k,,,,,
31iagFDxMagFW98HjvFNS7eoRdwLpnzC6YJ4BhRMvxMh,launch_older_than_30.0d,1.0,,,2026-01-08T11:08:44+00:00,low,,,
GbnpbVPU7Ae82EWSQQCBRhn1R3GqEUdiX4sv2VC3pump,no_valid_launch_pair,1.0,,,,,,,
2Zaq3WyDJj2ZkMcuqUiTBfAXCjqZtqihxcwUdwv9dyHA,no_valid_launch_pair,1.0,,,,,,,
7hp4dptQ2on7AWXJPQFbsdcMffnEErmBpLrUqJb6pump,no_valid_launch_pair,1.0,,,,,,,
8GU553YS3UjPRXsTdRTfQGRyVQznRoDgXKCL8si7pump,launch_older_than_30.0d,1.0,,,2025-03-26T15:51:22+00:00,low,,,
5qzJEUHFUfAzuhPAUQFHVP5Zfu8Pedm1vMuvMEoNMQF5,launch_older_than_30.0d,1.0,,,2025-01-19T20:28:43+00:00,low,,,
85rifd7Q2Cssh4xfe8hW4awS54g9LNVN1k9N7Gdypump,no_valid_launch_pair,1.0,,,,,,,
Dz9mQ9NzkBcCsuGPFJ3r1bS4wgqKMHBPiVuniW8Mbonk,too_many_pairs>8_and_older_than_30.0d,30.0,,,2025-05-10T21:03:56+00:00,,,,280.54
B9qj23QhzccwZFD1BJ4hTW4GwgcdEvzSvsP21hL3pump,liquidity<25000.0,1.0,3581.94,3.58k,,,,,
6BHSj2MJq6bewfhKAdVNxvG7zsnUGPetU2CZaMvfpump,no_valid_launch_pair,1.0,,,,,,,
9223LqDuoJXyhCtvi54DUQPGS8Xf29kUEQRr7Sfhmoon,too_many_pairs>8_and_older_than_30.0d,11.0,,,2025-09-03T22:10:27+00:00,,,,164.49
6McTgGvn8SQr7SmjqPcwNbc1f3FRWCjq9tfZjvvBRceL,launch_older_than_30.0d,1.0,,,2025-10-07T01:44:12+00:00,low,,,
5Cxx1ZcBnSw2s6tYEk67JZY765Ec1RQ41nX2oSHymRt,launch_older_than_30.0d,1.0,,,2025-10-21T14:15:38+00:00,low,,,
5feQrUAVPzrZq4qHgWNr4B6khShXpdb3BFdry6pMRWNk,no_valid_launch_pair,1.0,,,,,,,
HfXi12d7hRMYDw26cBMUVzSrtRmfhabkX6EYWRDbpSHn,no_valid_launch_pair,1.0,,,,,,,
BtnCuSSnSVPSADqLepzPeCx4XkM4NgQSMuD1x4Mbpump,liquidity<25000.0,2.0,12406.89,12.41k,,,,,
6sbddfSKuUAh7GWEWd6o76q7Q7AA3Kb9F39mGH2fwS5P,no_valid_launch_pair,1.0,,,,,,,
97oUCb6v2shC8uZiCkjthXEQwvMCNtUF3sTarMkapump,no_valid_launch_pair,1.0,,,,,,,
DRYpHTbwkyE4XyNXZwuWfy29ogZaNHTmnvUiNLrNpump,launch_older_than_30.0d,1.0,,,2025-04-04T05:59:12+00:00,low,,,
dog1viwbb2vWDpER5FrJ4YFG6gq6XuyFohUe9TXN65u,too_many_pairs>8_and_older_than_30.0d,14.0,,,2025-02-14T03:55:08+00:00,,,,366.25
8kpyfenJE6DRUYtpzoQNAWHgJdxUDYQaD8kspZ2Ypump,no_valid_launch_pair,1.0,,,,,,,
DBssaktHLV2wFCT7N3d35PG7c9WoXpfFW1FN3sgNpump,no_valid_launch_pair,1.0,,,,,,,
9JErKCoJX7nmMsYvicoZfEdTdW1qiF9oeocHWyKLmoon,launch_older_than_30.0d,2.0,,,2025-07-04T20:40:48+00:00,medium,,,
2DDgV6nwRwS2rUdxCsSPQ96HxnGcp5KVRVw8FeJazora,no_valid_launch_pair,1.0,,,,,,,
EwdWtsBmdG3WMKyMogiNEjdYNQRY3fGonQc5Kz3cW4oj,liquidity<25000.0,1.0,3340.68,3.34k,,,,,
BEJUZZTRgNr5V9bXzxGHa7kWAg7eiN2LbuS9az2Kpump,no_valid_launch_pair,1.0,,,,,,,
J8Qnj69pAdVUiTK9J8nGGHrPWgqw1ThXmaXmXbQ1pump,no_valid_launch_pair,1.0,,,,,,,
Az25BwnJLXpQhQRWExqbKgyaZpi9UqtNEL7u75q3pump,launch_older_than_30.0d,1.0,,,2025-12-27T13:00:03+00:00,low,,,
FvczytNuGVUaqLy8hELcA9RaE2gezH2RcfHyPyhYpump,liquidity<25000.0,3.0,4355.01,4.36k,,,,,
63p6ir6gGQ59ZCDN2iRGUkCrZyJvu2xaacRYBfKopump,liquidity<25000.0,1.0,5248.34,5.25k,,,,,
A2vBPv4upPFVzA2QXHduXBUVv4woHGmfhvx99GWjHZuK,liquidity<25000.0,3.0,6630.39,6.63k,,,,,
Fqm1ekbwMYXzAexinhRX6VDk7UcXqMsPiCRmCt2Cpump,no_valid_launch_pair,1.0,,,,,,,
GT3nkRorgvEGzBPYNWSDuxgYfD7fcVm3dhNkFV1epump,no_valid_launch_pair,1.0,,,,,,,
8XA8j1fVD6emGB8EYjj4e2Y4za25gAZLRUEp9Pffmzix,liquidity<25000.0,2.0,7337.68,7.34k,,,,,
BUQw6mkhNsRNfbRi4NdaD6PKTijJ9eVG5PSp9pb7f3fW,liquidity<25000.0,2.0,0.1,0.1,,,,,
6FqAs1vzvuJiTACQ8bPw9z73fVqJBwMum2UYkBQxpump,no_valid_launch_pair,1.0,,,,,,,
5CrUnskE6exGDjW6Y89rg8CzWSTCSesDkfM74x39pump,no_valid_launch_pair,1.0,,,,,,,
FaA7TW9Nf9XyfbeTUBoeSm6QG2BaAjw1YJF3y8HxsDaW,no_valid_launch_pair,1.0,,,,,,,
GQRL9Ni45k1eNdB5SSCWPsXMPFKwb5gEQxRXVenwpump,no_valid_launch_pair,1.0,,,,,,,
AMRVrGW1acxsiiCP4kKQtLNLgm9bdTRPU7nM5yGET1EM,launch_older_than_30.0d,1.0,,,2025-10-09T17:36:27+00:00,low,,,
Gj4TowizfdkRJNsTgBEkj2WpBZZmGE7o9nN8q6RhBAGS,launch_older_than_30.0d,4.0,,,2025-08-07T23:36:26+00:00,high,,,
CZV1Z24oDCDodMUA5saUfDy7T2kE7YxSid2JEbDopump,vol24<200000.0,1.0,,,,,59696.16,59.70k,
Gx9GDDqPux3unQ4Ri4WatiCvY9EBXmGxZidZR5j3pump,no_valid_launch_pair,1.0,,,,,,,
AgYVbX4CueNVrBAXZh84DoFQtZhG6wpi3JgXHyCKpump,no_valid_launch_pair,1.0,,,,,,,
2JqbP99ckrJ6y9oT3bB75pgfnXf2eN3g5XikDmdBpump,liquidity<25000.0,2.0,3544.89,3.54k,,,,,
7xsLuKK6NYNeU8kMKGMJmsF5uEyaFuBxedE2NQgEpump,no_valid_launch_pair,1.0,,,,,,,
3f735ZqUNqtmbXvRjfV4W6n7Ma6VwBpNEJkvB8N7B71v,no_valid_launch_pair,2.0,,,,,,,
AUm3L2ZrA353oZKAAddtrWUouq972Cn4uibVmrBEk7v6,liquidity<25000.0,1.0,3300.92,3.30k,,,,,
EnYXry1AzPK2rfhDmSsv2XMkXEnLB7rVdZ7pG3etpump,no_valid_launch_pair,1.0,,,,,,,
4DnDGf99rKbBjwnN9Cy6FcGyTtH6ptMpyD4KvFNsbrF8,launch_older_than_30.0d,1.0,,,2025-10-07T01:36:12+00:00,low,,,
7J6si2i3ynFEFb7SAvjqjioR7VasVcwVisGZo78Upump,liquidity<25000.0,1.0,3078.33,3.08k,,,,,
7hH7RTHcZrZBkEW2RGwa1aNN2VLySSjt3J2TPYu8vhvN,no_valid_launch_pair,1.0,,,,,,,
USRX8A1BNVzPSWt9tXA1ZjeMWWnpsWktdhueCBDZAjS,vol24<200000.0,1.0,,,,,20638.11,20.64k,
HgxBTSEgVbPkHgwtbmk1eDpdSNhog2t6N5GULCg3pump,no_valid_launch_pair,1.0,,,,,,,
HNby1mtGAbd4gXFHQydFuGy9XfvXfnkDWVns8XvUpump,no_valid_launch_pair,1.0,,,,,,,
E5BD37eTbsE1bcVwQ5VBxTWvvLAULxgCAXfiyXwpump,no_valid_launch_pair,1.0,,,,,,,
BFgdzMkTPdKKJeTipv2njtDEwhKxkgFueJQfJGt1jups,too_many_pairs>8_and_older_than_30.0d,25.0,,,2025-07-03T04:20:21+00:00,,,,227.24
5qv9amocHGzoH2mwQagNTCS26eQHzieT4jmGw15hpump,no_valid_launch_pair,1.0,,,,,,,
CekBTfmyfNUq1C37EW6B3j4QD5k5jMD7Sx1jQSU9pump,no_valid_launch_pair,1.0,,,,,,,
ARkgcXQqVy5Vi1qaKF44piXaV8bUB2vb1phDPDjXpump,liquidity<25000.0,1.0,3157.51,3.16k,,,,,
8twWpeRjECVV2vGrWEpf2maX28CjpbscuFztk9LkBAGS,liquidity<25000.0,1.0,2950.4,2.95k,,,,,
3mRdAwMrgikR5Qnn2TLwjfZzcNfBA2tvv2nv4GhDpump,launch_older_than_30.0d,1.0,,,2026-01-04T15:11:04+00:00,low,,,
axUxN2q4AWzHaU6LXmjqQh7KEjaXDPKScjmzwEBpump,launch_older_than_30.0d,4.0,,,2026-01-14T04:53:23+00:00,high,,,
HLAfhK13cCnVifLEwfQxdVvYqFSc784p7ECvC9Q4pump,no_valid_launch_pair,1.0,,,,,,,
2xs4we8XT2cwRRGuejf8puhWu52sDpGPeAv9aqPNKhcM,no_valid_launch_pair,1.0,,,,,,,
EKpQGSJtjMFqKZ9KQanSqYXRcF8fBopzLHYxdM65zcjm,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-05-18T20:45:47+00:00,,,,637.55
3GthcDHJGuveeXWJbK22pVWs6eohEa5scKdRrWodpump,no_valid_launch_pair,1.0,,,,,,,
JDpyBnCf3Q5uLYSaCwUQedjfKKQxEow4AzicnTbPpump,liquidity<25000.0,1.0,3107.9,3.11k,,,,,
2tbHkvuJnaG1X2U4VXvKTFsvaoW2cZ2W4iM9ZmdYmoon,launch_older_than_30.0d,3.0,,,2025-04-11T23:16:28+00:00,low,,,
F9CpWoyeBJfoRB8f2pBe2ZNPbPsEE76mWZWme3StsvHK,launch_older_than_30.0d,5.0,,,2023-04-30T11:57:39+00:00,low,,,
9FYZMBAAQZxjSiYvPnWrgrNeC65YZEhq8xjcozwTpump,liquidity<25000.0,2.0,6119.37,6.12k,,,,,
JUPyiwrYJFskUPiHa7hkeR8VUtAeFoSYbKedZNsDvCN,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-01-31T04:35:25+00:00,,,,746.23
DRLNhjM7jusYFPF1qade1dBD1qhgds7oAfdKs51Vpump,liquidity<25000.0,3.0,23475.37,23.48k,,,,,
2ZUqrgQasnaiGSpGoDdWBRvFpcSNGho3Ew3T2vZKpump,no_valid_launch_pair,1.0,,,,,,,
84hqMeGHxqegpvf4kGaRp38iVd145DSoEBwnmBTtpump,vol24<200000.0,2.0,,,,,141757.25,141.76k,
64MWN63e19qaw2HEecX6btUJSSbWwZgrw74bjFVVpump,liquidity<25000.0,2.0,12468.87,12.47k,,,,,
Fq8V5EJ1P3DuqmRnzZNpK38FKPTniC5Ui1iXdUHvacCk,liquidity<25000.0,1.0,0.0,0,,,,,
8fiF5XukcdyL9vwMkuWLqhbLwrTFgFn1hLihv1Zjpump,liquidity<25000.0,1.0,5844.75,5.84k,,,,,
KMNo3nJsBXfcpJTVhZcXLW7RmTwTt4GVFE7suUBo9sS,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-04-30T05:02:18+00:00,,,,656.21
53aFAv5EBnwSRqA13aZSuoSorid1tkHRZpTvXjoopump,no_valid_launch_pair,1.0,,,,,,,
EKYxJpyDZVMegKCr1rJHcbeLhZbbQNf7Yp7ebo9o8pmY,liquidity<25000.0,3.0,21920.96,21.92k,,,,,
DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,too_many_pairs>8_and_older_than_30.0d,30.0,,,2022-12-24T16:40:44+00:00,,,,1148.72
ALqJDcqgGmbGuCunmuSL7bVHB6mXmyC7ynARrZNxpump,no_valid_launch_pair,1.0,,,,,,,
sFiVNUHxN9yq6RxhCe4MUHxMwdmkc1XiiKm1CdVbonk,liquidity<25000.0,3.0,5.48,5.48,,,,,
2b1kV6DkPAnxd5ixfnxCpjxmKwqjjaYmCZfHsFu24GXo,too_many_pairs>8_and_older_than_30.0d,26.0,,,2025-02-16T22:56:45+00:00,,,,363.46
5TfqNKZbn9AnNtzq8bbkyhKgcPGTfNDc9wNzFrTBpump,launch_older_than_30.0d,6.0,,,2025-10-02T18:07:07+00:00,medium,,,
99ouK5YUK3JPGCPX9joNtHsMU7NPpU7w91JN4kdQ97po,no_valid_launch_pair,1.0,,,,,,,
6cXvGNNTdohspD79cdedEWMdCXFcmbSRfAm4rX91pump,no_valid_launch_pair,1.0,,,,,,,
GgaZAYHqXej1obQQ6EhcAzQDBcMNQyigDmvVx4XMbonk,no_valid_launch_pair,1.0,,,,,,,
6RrbkdHqsxCMzYnrkranaCo7DMbVD7jvhjwjg8sfJEKS,no_valid_launch_pair,1.0,,,,,,,
GjdomVPEgBzCTZweveo26b53ifbfhqXhA1h3ZJUZun54,no_valid_launch_pair,1.0,,,,,,,
8QQqRf87m3ZSVcVdwEqqhAyzEJw4qVFVXYMcBhK6pump,no_valid_launch_pair,1.0,,,,,,,
C9djW6sBteaHMcBgw4VMAL6TCEoXJnZtcUNdfozwSLeQ,liquidity<25000.0,2.0,9736.43,9.74k,,,,,
8116V1BW9zaXUM6pVhWVaAduKrLcEBi3RGXedKTrBAGS,vol24<200000.0,17.0,,,,,55527.38,55.53k,
poohQ8NBpYWEV5DdLSw8WMfHZ9GE41Q9toSwGvCm6Y2,no_valid_launch_pair,1.0,,,,,,,
PE85tFDe19MhGLE7FrJEEEiFWPFsD2Zr16dGkhWgmQh,no_valid_launch_pair,1.0,,,,,,,
BRbKrgzYhiDQFh2F99jCijoFN4wa47BjbEFth19hpump,no_valid_launch_pair,1.0,,,,,,,
2vdc4owf1MPz54jJCN61y3QSKqjcPpr32wJ9qKkmpump,launch_older_than_30.0d,1.0,,,2025-05-15T19:05:48+00:00,high,,,
H21LXsjL5UHhbDNHU2wgL4HSceMwqyb6LAuf5hqxpump,liquidity<25000.0,2.0,11882.51,11.88k,,,,,
4JmYfQNq4bbBi8e8VDCHpbSe7wpbq83MpHSXWb4xiSKH,no_valid_launch_pair,1.0,,,,,,,
B8XcfQyxL47oeKwwg4n66xL6hamzBVwLc1ZLaP9dpump,no_valid_launch_pair,1.0,,,,,,,
Fbv1XeaMx129qdWnn8ka9oyoCxAYKGMDrNax3XPipump,liquidity<25000.0,3.0,5816.06,5.82k,,,,,
GQi9QcM1r8zmpypTXx1XCgdaBn5hhuBXiNp3VG6TmWGV,no_valid_launch_pair,1.0,,,,,,,
28T1KovJTYk5no2sZNCthxs56BF5dybXWqeWz5Ehbonk,no_valid_launch_pair,1.0,,,,,,,
7vegcU3JFj5EMkseLUcT8ikcNULMFVeUjbcwCCZVpump,no_valid_launch_pair,1.0,,,,,,,
4utxN2BiZM1Li7TP7QDsvo1kSbRawpHVc7fXnHVrpump,no_valid_launch_pair,1.0,,,,,,,
9NpW7QZ22UtCF1MmAByquXAqkSWB2A5SQiwQRbktQLhM,launch_older_than_30.0d,1.0,,,2025-11-10T02:31:10+00:00,low,,,
Fk6VuzTPAJnBX4eB6fRj3P3voGjCxKYi7H39ubfrHK62,liquidity<25000.0,1.0,16437.34,16.44k,,,,,
83p1acAn49i6dZjSkWgt6R5JtrW95Z1oEH9HUyqepump,no_valid_launch_pair,1.0,,,,,,,
2ouNdxgqV7cYprK8EEhhreafYREiRLMUzvdnujY9FUas,no_valid_launch_pair,1.0,,,,,,,
EuPY9qtQHkwjY1c114QEziZygpN7tH1uYt1bY1cEpump,no_valid_launch_pair,1.0,,,,,,,
DrZ58EbBvC3XxbPdy6xwuUe8NzHAzQBDD2ypnMWmhpaA,no_valid_launch_pair,2.0,,,,,,,
BDeeKZMJ2fMJum4zzHBunJ6vLJkLEFdFMuZFXG17b1t7,liquidity<25000.0,14.0,51.91,51.91,,,,,
4CvZxTW67K8Eue5DSoe2NuCmKhYJCaAaWNcroVixkbyF,liquidity<25000.0,2.0,7273.8,7.27k,,,,,
8FtafPHhmYVtKQYrbNs4ZSS2Hwykw5dJ3t1JtGsC5yBx,launch_older_than_30.0d,1.0,,,2025-09-18T07:17:37+00:00,low,,,
HXsn7hZsVfype3GsS7MAeunwbPJyfavaPnRCXVPXpump,liquidity<25000.0,3.0,14556.19,14.56k,,,,,
CXiq46Sg4qgHTEXVSGfzSuKWx6ScKBq21wxuQgTgBc3h,launch_older_than_30.0d,1.0,,,2025-01-20T02:53:19+00:00,low,,,
CFB4Ff7W87uN9Gf2DSj63L7prZycJvzQeg1MbGxwBcqC,vol24<200000.0,7.0,,,,,164055.01,164.06k,
J4rz53kcMCR7JxxXfwrdC6PjtkUaXWTPDgjpvTy8pump,launch_older_than_30.0d,1.0,,,2025-08-09T19:43:37+00:00,low,,,
21CnrFRqvEVkQZUTFmTXjcsJTLZhRY51ohoaCPwRpump,vol24<200000.0,7.0,,,,,102675.07,102.68k,
2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-12-17T13:00:02+00:00,,,,424.88
FRySi8LPkuByB7VPSCCggxpewFUeeJiwEGRKKuhwpKcX,launch_older_than_30.0d,8.0,,,2024-07-31T13:36:02+00:00,high,,,
PRVT6TB7uss3FrUd2D9xs2zqDBsa3GbMJMwCQsgmeta,too_many_pairs>8_and_older_than_30.0d,13.0,,,2025-10-10T15:02:58+00:00,,,,127.79
EFkiR1hE91BkqbxA3YxvYuvDxXTTEMea3zQs8ndbyTQY,no_valid_launch_pair,1.0,,,,,,,
Ej9enWwuP2tzUoDxjNd5ASX53k3Mi8x3BFWWKzH9CXF,no_valid_launch_pair,1.0,,,,,,,
EMjcuzBM88HS44eedo3G9ojzy4D8ixbNA8vKUFpjpump,liquidity<25000.0,4.0,12745.1,12.75k,,,,,
GLGzDB62feu6sPz8dfkd4s4DhezR9YXvjoy52GeSpump,no_valid_launch_pair,1.0,,,,,,,
E7QYJ72KavX8UKVCMxJ52z99EDcmmGaRTLFFwgagFasg,vol24<200000.0,1.0,,,,,0.37,0.37,
3zxoZ8k8pCcDxQwrfcinyck3pSMnfwiSctbCrfhMpump,no_valid_launch_pair,1.0,,,,,,,
Bou6DgpzvmNbTEzMDp6ZMiSqPqMYfe49P2tTT9hzpump,no_valid_launch_pair,1.0,,,,,,,
7UqcnmmpvEaSBLkGphGabcjXoqf84PMcgnW3qaSu22ST,liquidity<25000.0,2.0,0.06,0.06,,,,,
hJuUvtZCZYZwcyGRhqKZMqGwixZQzYUrUetTSpmpump,liquidity<25000.0,2.0,10514.86,10.51k,,,,,
GDEfujqDhJ6MVxZKh74BngNrgTmTZmDhQV84x2L2pump,no_valid_launch_pair,1.0,,,,,,,
BMtJqMaeebAR9vQTCwbGYiYGFGtAKtRai6h5Bga5pump,no_valid_launch_pair,1.0,,,,,,,
B5boCskXEFb1RJJ9EqJNV3gt5fjhk85DeD7BgbLcpump,launch_older_than_30.0d,1.0,,,2025-05-16T22:36:53+00:00,low,,,
DLScRnWofxiYGqnvZWGy9Gt98MPqKdznaK4TRukxpump,no_valid_launch_pair,1.0,,,,,,,
BANKJmvhT8tiJRsBSS1n2HryMBPvT5Ze4HU95DUAmeta,too_many_pairs>8_and_older_than_30.0d,25.0,,,2025-10-18T17:00:18+00:00,,,,119.71
4DKrVbxq7wyjRR8DAimMHPbFCiXV2YsuivaAJB37pump,launch_older_than_30.0d,1.0,,,2026-01-14T08:53:58+00:00,low,,,
4yRSDGC5zjkF8nHg3CqR2SNvYUQSmPeo5QBvmVs9pump,liquidity<25000.0,1.0,4399.82,4.40k,,,,,
7ZCm8WBN9aLa3o47SoYctU6iLdj7wkGG5SV2hE5CgtD5,launch_older_than_30.0d,8.0,,,2023-12-13T10:55:00+00:00,low,,,
FPgp3P1p3rJCSUsbiMgoS2Y2GxaeS7YCVbUqw3Popump,liquidity<25000.0,2.0,3567.81,3.57k,,,,,
6QYugssLipYhJb3MPfEyp2pL1pz9WkkrwpZYdTytpump,liquidity<25000.0,3.0,5285.79,5.29k,,,,,
FFN5SQGi6GHBrd7f5CSzzc7njPQTT6bdedYHmuS6pump,liquidity<25000.0,1.0,3071.6,3.07k,,,,,
3swN8P34iw4VHsB1SNP3aYq6xMLiuddb6mRbeUTduz2f,launch_older_than_30.0d,1.0,,,2025-01-19T16:41:40+00:00,low,,,
4WrABFvRiHMmXowniFSKdzrwVkzJgtJWtAgbuTSQbonk,no_valid_launch_pair,1.0,,,,,,,
3Z23JoWWmMfN8DxkEds466E4Kxud9KzFBD7yXwMqU4Nn,liquidity<25000.0,2.0,0.09,0.09,,,,,
3dQTr7ror2QPKQ3GbBCokJUmjErGg8kTJzdnYjNfvi3Z,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-05-06T06:37:57+00:00,,,,650.14
7Uhq9sPuWRGVFHB4tQztEcqh6tbLJu2GqXaeQJS8pump,liquidity<25000.0,4.0,11263.72,11.26k,,,,,
6ehcpJkPXq9hyDZEbjqui93C7bWNKUGBaUoWoCz2MJeq,no_valid_launch_pair,1.0,,,,,,,
jupSoLaHXQiZZTSfEWMTRRgpnyFm8f6sZdosWBjx93v,too_many_pairs>8_and_older_than_30.0d,26.0,,,2024-04-20T20:42:21+00:00,,,,665.55
5SVG3T9CNQsm2kEwzbRq6hASqh1oGfjqTtLXYUibpump,too_many_pairs>8_and_older_than_30.0d,21.0,,,2024-07-12T20:52:16+00:00,,,,582.55
n61wiAe6XPMyyxRWTZYaYbQGcHLRVyuLPeopMztpump,liquidity<25000.0,2.0,9108.71,9.11k,,,,,
D1E6B4Zpszxz5bGnLwyu3PKJNqZK4KAKJriJ8EzjBAGS,no_valid_launch_pair,1.0,,,,,,,
Eg8uZs9Rv1TM7zZSkpeEX8oGoG8MM6UeJVid3S3KSWJq,launch_older_than_30.0d,1.0,,,2025-07-12T16:55:08+00:00,low,,,
F79NNku6XPApkNiPN6MHuW6VxVNddVEjF7YN86sNmngc,launch_older_than_30.0d,1.0,,,2025-10-21T13:07:00+00:00,low,,,
p49KNQswzJmxSUhrMrQMvWsohbah9thQxSLRaYAZ5fP,no_valid_launch_pair,1.0,,,,,,,
G9YU3K1MiPTv7Krui5omkPBPP21GChPPE3c9izRKbonk,liquidity<25000.0,3.0,638.79,638.79,,,,,
3g3YFfUZLspiKpVmv9mDkaDcKh168CLArcqShR64pump,liquidity<25000.0,1.0,21732.7,21.73k,,,,,
FBbnzHwJ1WHYwP425cqMNb2t7o7sm6AXQjsQ3sZRpump,no_valid_launch_pair,1.0,,,,,,,
46HsqzdzokjMNuQngLZte9ZzdAa319LWeZsKB21Ypump,no_valid_launch_pair,1.0,,,,,,,
JACfAD7VRrY8bXZRDRbJd797NSwsCmxzc2h4XdWQSAzS,no_valid_launch_pair,1.0,,,,,,,
Ghf6v8FZ5joVmxMSCjhgZ7LGzssCVSuCFxZLrRsUpump,no_valid_launch_pair,1.0,,,,,,,
7hWcHohzwtLddDUG81H2PkWq6KEkMtSDNkYXsso18Fy3,launch_older_than_30.0d,2.0,,,2024-04-23T12:49:25+00:00,low,,,
oreoU2P8bN6jkk3jbaiVxYnG1dCXcYxwhwyK9jSybcp,too_many_pairs>8_and_older_than_30.0d,30.0,,,2024-08-03T02:37:51+00:00,,,,561.31
AEKHWEMmuLkE51sGbSsdjQbpD5QDk131ntJFfqs6pump,no_valid_launch_pair,1.0,,,,,,,
EBU9PT7NhTPNBkWD8WSniHkwaQBHLeVUibhCWjdwpump,no_valid_launch_pair,1.0,,,,,,,
3BYdC34MMsau344cz7PT6Rm2FDoXGuuNU8inUAiAsmCZ,no_valid_launch_pair,1.0,,,,,,,
Bn46cLSasTPWhwHLGySRsKtoGhj5S2tJiQPJAdbVpump,no_valid_launch_pair,2.0,,,,,,,
AHSpic8vG22rZnrAKNyADMBTQLH964QnBS3dUAdkpump,liquidity<25000.0,1.0,10403.04,10.40k,,,,,
AoBRbgAKUiWYznMicfjFJjLKtcf5LnpwNpwSV8Sypump,no_valid_launch_pair,1.0,,,,,,,
HUFtfcseksiYyRHNFr79ZgbmMkLnv3kKXmXou4cFpump,liquidity<25000.0,4.0,9284.56,9.28k,,,,,
zLq4WMXrd4FhsFf964KSZ8xfTtMDWMuaCE7SCM2pump,no_valid_launch_pair,1.0,,,,,,,
AZAdxawgTYF3sxnEWkQy23RsSnCHXjiUHsLPtFNipump,no_valid_launch_pair,1.0,,,,,,,
FPvY543KnmEnT9WcQVuvW3kPRfEZC1bXxdgzewcupump,no_valid_launch_pair,1.0,,,,,,,
